n_rf_rows,n_rf_structures,n_train_spectra,n_test_spectra,n_train_structures,n_test_structures,train_rmse,test_rmse,train_mae,test_mae,mean_per_spectrum_rmse,median_per_spectrum_rmse,max_per_spectrum_rmse,mean_per_spectrum_mae,median_per_spectrum_mae,dct_reconstruction_rmse,dct_reconstruction_mae,mlp_val_rmse_standardized,mlp_val_rmse_raw,mlp_val_mae_raw,rf_max_features,rf_n_estimators,rf_criterion,rf_max_depth,dct_components,split_type,split_random_state,baseline_random_row_test_rmse
891,875,714,177,700,175,0.0632620212806273,0.18672383359983138,0.039159061604171985,0.11627050499719355,0.15811300658456587,0.12903673220643405,0.5261419059563897,0.11638708230945535,0.09396816185870388,0.0028506715916122895,0.0008944024939097315,0.674616642548588,0.267629970486513,0.15758436814555637,sqrt,1200,squared_error,,80,GroupShuffleSplit by inchi_first_block,123,0.199252
